0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,label
-435.99643,137.82161,15.140893,27.374226,-2.3363147,8.390162,-7.7670884,-4.1882553,-4.28068,-10.216853,0.24422173,-4.9720936,0.7093572,-3.4251056,1.1537578,-0.798404,-5.128704,-1.518151,-5.2851195,-2.3729205,-5.345879,-4.669015,-2.9692004,-2.3162777,-2.8300338,-3.6721025,-0.8002613,-2.861584,-1.4552665,-1.758055,-2.490686,-1.7806904,-1.6682296,-1.2339579,-2.120211,-0.36728004,-0.36953023,-0.4859118,-0.40785316,-0.73602515,-0.76726496,-2.1656897,-2.4388502,-2.2468505,-2.517605,-2.5441356,-1.7627583,-2.4842088,-2.786237,-1.8700293,1
-399.03458,104.81389,-36.980484,67.65908,-40.16004,30.865631,-20.446556,1.6008548,-2.675419,-8.939683,8.894272,-12.447421,11.338663,-12.08841,5.600881,-2.263887,-1.681617,1.579075,-2.5285594,4.784033,-4.92959,3.1294882,-5.851347,-0.3060874,-3.9943464,-0.61411226,-0.38856933,-3.8404703,1.6611563,-4.578355,0.7298406,-2.996772,0.92503536,-1.0903609,-0.39805987,1.3651401,-0.8646713,0.6198125,-2.7412095,0.70773023,-2.1459846,-0.5925258,-1.164506,-0.2097959,-0.72435427,-0.8642109,1.4782125,-1.2856302,-0.41768348,-1.8550438,1
-398.7303,121.007416,-18.461231,49.544994,-19.81116,22.723793,-5.5515895,1.7576351,-2.044561,-4.30034,8.12435,-9.466879,5.971253,-6.7401075,-0.46907696,-6.274681,-3.681934,-3.2577803,-4.6351476,3.7875774,-6.6927385,2.4993908,-2.4611018,-0.68215305,-2.059827,-3.6757588,0.2799354,-3.3755097,0.39465028,-4.3095574,-2.7372165,-3.7754698,-2.6639926,-3.4279883,-3.5471194,-0.7988339,-3.8698392,-1.0867518,-2.793781,-1.526742,-2.2893324,-3.308349,-2.7513998,-3.0493908,-1.3390316,-2.6881454,-2.050486,-2.1269348,-0.5605953,-0.65528864,1
-550.80554,156.01337,-15.805697,45.792816,-23.063618,22.392277,-13.3158455,3.922346,-1.3784281,-5.186649,7.7177825,-9.163008,7.8988967,-9.849969,3.6554365,-4.790055,-5.670821,-2.598345,-5.912697,1.6727847,-7.5811872,0.6229583,-6.116871,-0.87513596,-2.1565616,-3.6491215,-2.1004136,-5.3701086,0.8933666,-3.3150487,0.29908738,-3.8258734,-2.2453969,-1.928877,-2.3915389,-0.61505693,-4.2858872,-1.5354819,-3.2658858,-0.7880422,-2.929393,-1.7245979,-1.1031291,-1.7496774,1.2114482,0.7776928,2.4286942,0.34696054,1.0149794,-0.22333543,1
-534.7289,131.30916,-29.69438,60.59301,-31.199495,31.114677,-17.496183,10.603867,3.1095932,-2.4180462,8.823443,-11.984464,7.433616,-16.866562,6.763688,-2.2042944,0.46880665,3.140711,0.32542497,6.2808857,-5.492588,6.882964,-1.9562855,3.33859,-1.739074,1.0343251,1.4223664,-4.472078,1.6819696,-3.098254,1.2813479,-2.717866,1.2766097,-1.8892142,-1.3945113,-0.39530978,-2.6095753,1.3786633,-1.5878828,0.8994164,-1.4926751,-0.439722,-2.1460218,-0.4906596,-0.6381081,-1.5517894,0.7480658,-1.2566208,0.78102255,-0.47059724,1
-428.29474,160.58652,9.362374,33.430645,-13.993573,15.10593,-13.712911,-8.45309,-2.614759,-6.827878,2.8135157,-2.6794772,8.104994,-7.22236,0.8799887,-3.96657,-7.3234744,-1.829038,-7.505761,-2.2065506,-7.974382,-1.5677022,-4.3217907,-4.9611063,-2.5750551,-4.040646,-1.0831141,-3.2101963,-0.6660357,-4.320357,-1.5912617,-2.3279681,-3.0385435,-1.459848,-4.65354,-1.0147028,-2.1417117,-1.1510513,-1.5532423,-2.3313658,-2.8334703,-2.953948,-1.1230705,-3.2218702,-2.2664042,-3.825947,-3.2345703,-2.6994617,-3.2644787,-1.7524767,1
-432.15784,177.9468,6.792701,21.323545,6.523893,7.9576592,-7.547981,-8.1321125,-2.2407718,-2.4876654,2.4609318,-2.2249806,3.045213,-2.2829835,1.9073529,0.33052775,-7.1144385,-2.2023797,-2.0832908,-2.2173436,-7.1250134,-3.781606,-1.7879235,-2.2022223,-0.9033543,-4.010906,-1.2756661,-1.3857402,-1.2408057,-2.5858588,-3.4207604,-1.6548467,-2.478394,-1.2644739,-1.616303,-0.728869,-1.0533923,-2.221322,-2.5156157,-2.9720352,-1.5205287,-1.8325977,-0.95559055,-0.851798,-1.850457,-2.1988137,-3.066608,-2.567521,-2.7173963,-2.6391795,1
-483.84155,121.51888,-12.276719,39.51531,-3.583706,5.3694015,-4.218601,-5.3154745,-6.5287943,-6.366497,3.0645833,-11.018789,1.0058209,-4.8881335,-2.4582648,0.83154505,-4.936004,-1.6678575,-5.425079,-2.656304,-7.096034,-2.7200408,-1.8373849,-5.0657663,-2.2339997,-4.952309,-2.0317378,0.41068092,1.6576562,-0.10319249,1.4666046,0.83206433,-2.2386014,-0.82171804,-1.4951888,-1.474465,-2.9295661,-0.9322103,-1.5081697,-2.1094363,-2.4287841,-3.2029698,0.12357382,-1.4377629,1.1162674,0.019833492,-2.7341607,0.3344683,-0.52764857,-0.97306675,1
-459.2338,132.84299,-17.216265,58.113827,-22.990757,26.91521,-10.466797,3.5554018,-1.4420358,-6.532419,6.5922685,-12.429286,7.236118,-9.250816,2.3084562,-6.8221445,-4.7243595,0.022068737,-6.0774827,2.0410855,-5.3480372,1.4134263,-6.588885,-0.33441734,-3.0271444,-4.50158,-1.690857,-5.5216312,0.8174201,-3.6736486,0.8244203,-3.2443287,-1.5785096,-2.055103,-2.7381854,-0.48532113,-4.8443856,-0.14071691,-3.9321394,-1.6897373,-1.9644663,-2.943836,-1.3372267,-2.8694317,-1.1418327,-0.8769383,-0.47682878,-1.099973,1.3680197,-0.44196087,1
-351.151,113.01789,-22.403713,40.973274,-26.282019,13.965975,-12.372653,-4.737694,-3.093708,-8.946614,5.3448133,-11.464108,2.7486095,-7.999403,0.23187043,-3.1701171,-4.573537,1.8805264,-5.12319,0.94833076,-4.0853677,0.9609342,-1.8438032,-1.3934809,-3.9323268,-6.3308563,-1.9281214,-4.6405544,-1.0552953,-3.379083,-0.47865188,-2.9810152,-3.0325854,-0.59252894,-2.6118472,0.45502687,-1.1589372,-0.20429589,-1.6334003,-0.7347777,-0.76331246,-1.9866531,-1.5070173,-2.588707,-1.0019308,-1.8241825,-0.85978734,-1.3982033,-0.9177475,-0.23469463,1
-463.66028,146.17506,-32.0345,48.929718,-14.635809,11.657693,-9.897024,-3.5295925,-1.2540911,-8.636151,2.555484,-9.773168,2.6755617,-11.56251,-1.568538,-2.0064318,-4.5306964,-0.16261701,-6.2337203,0.5916277,-4.9271564,1.1062741,-2.744986,-2.155352,-1.061865,-4.9097967,-2.8038387,-4.612464,-0.96609807,-4.360561,-0.25727323,-2.2349114,-3.730591,0.24905898,-1.3684335,-1.1577036,-3.7847462,-2.037087,-2.923598,-2.1172678,-3.121299,-2.9470894,-1.8668176,-3.4715972,-0.5025749,-1.8707999,-0.24896653,1.2983365,0.45056012,-1.2527484,1
-403.37766,128.16814,-21.60847,50.853104,-11.706715,6.656186,-16.458603,-8.638178,-4.9376807,-7.5594954,6.2429695,-8.754472,-1.4618989,-9.427252,0.5206114,-6.0957713,-5.545356,3.49921,-2.6430283,-1.3832275,-9.165885,0.669222,-0.6347877,-1.691875,-2.38444,-7.217179,-4.566636,-4.54221,-1.419659,-5.9215016,-1.2199533,-0.7244441,-2.4615126,-0.80300534,-2.844055,-2.7339754,-4.632355,-1.3666011,-2.9040558,-1.9788998,-1.4473937,-2.3964262,-0.5440103,-0.6487657,2.2695062,-0.26396963,-0.9948494,-0.5804726,-0.87480295,0.05786796,1
-490.66556,140.8254,-16.795094,41.90174,-7.020041,12.0975,-11.277367,-4.6660485,-2.1137779,-6.5103817,3.587737,-8.689029,2.2960377,-7.341147,-0.062268373,-4.8279862,-6.1881027,-0.054939657,-5.6339912,1.7647747,-2.148738,0.45943096,-3.272282,0.7622996,0.025870563,-5.611592,-1.3724,-3.3074546,0.35087103,-2.6433463,0.57684666,-0.030678138,-1.8801522,0.005777039,-2.919109,-1.7779278,-4.4695845,-2.1263974,-2.9092224,-3.0190027,-1.5661831,-1.869179,-0.06110995,-0.5085463,1.8140427,1.001374,0.9835232,0.3589561,-0.014538462,0.14208367,1
-513.03925,129.82861,17.889114,32.960335,6.042306,9.474382,-4.255265,-7.151832,-4.9582953,-0.26277396,5.6504545,-3.300128,0.89185286,-7.3979235,0.10859789,2.0891137,-5.169985,0.02613132,-3.4470286,-1.6198372,-0.89836353,-0.1275853,-2.9134445,-2.2842267,-0.25037903,-3.374178,0.8830829,-0.34909415,-0.45953926,-0.7938122,-1.7002504,-0.0760511,-0.80341,0.49943838,-1.1134263,-1.7249422,-2.7895508,-2.1322503,-0.9572519,-3.2492647,-1.9176822,-0.7239681,0.53758526,0.19126403,-0.19665219,0.8246821,-0.1041217,0.0714381,0.0846929,0.66098434,1
-316.5674,143.3585,-28.479696,31.485992,-10.825992,22.033972,-31.327171,2.8350523,-14.1579685,-5.0507536,3.7307296,-13.28386,13.0857,-13.4060755,11.138372,-5.887714,-5.4816813,-3.3065908,-8.438132,4.856625,-9.683038,4.254735,-5.087481,-1.1225833,-2.826949,-4.552557,-1.9877433,-5.391092,1.2952279,-5.878015,1.672411,-5.5682645,-4.2663093,-2.873894,-6.0837727,-0.17738764,-3.3474615,-0.11652225,-3.2425504,-1.3095454,-2.4466074,-2.5052764,-0.87937605,-2.0964198,1.5944462,0.58211493,0.62906355,-0.47955963,-0.9727135,-2.3643026,1
-444.7159,126.14149,-17.353111,53.17145,-25.74569,24.234915,-13.831389,-0.10605917,-6.4372964,-12.094794,4.421921,-11.540357,3.9024777,-14.15847,4.9995914,-4.3629227,-2.4644125,4.1519933,-4.7463,5.484041,-6.9551954,2.5448573,-1.4750032,-1.7807238,-1.8278109,-3.7076645,-2.90821,-5.2166424,1.6183447,-4.5441413,-0.2546836,-2.8257427,-1.2881179,-0.5817981,-3.2495043,0.6975087,-1.9386266,1.2697853,-1.9983029,0.24108385,0.61549515,-1.2131155,-0.13867578,-1.4223592,0.20510049,-0.23109035,0.6787176,-0.26832455,-0.06718322,-1.4058814,1
-332.05875,141.89929,-7.5370903,39.213203,-16.57323,16.952234,-8.302184,-16.616726,3.3292713,-5.0645623,-0.94931036,-8.989651,4.9844875,-6.1664433,-1.9801031,2.1939013,-8.150436,1.4056214,-0.54168373,-0.5567947,-4.8102098,1.0297391,-1.7630534,-6.4076457,2.2163625,-3.2279603,-3.0737665,-3.5511029,-3.5947597,-1.9914783,-1.7538267,-1.741294,-2.8500493,0.6089782,-1.1986691,-2.0249262,-1.2072779,-0.92388403,0.1158985,0.44776133,-2.0863385,-2.6845603,-0.50603676,-2.6175826,-0.2787122,-2.3054242,-3.9607978,-1.9310482,-4.240768,-2.1845217,1
-581.9644,120.63569,11.0805855,39.22117,-1.7694474,20.064188,1.3213544,1.5271443,6.259904,0.625243,5.017865,-7.091926,1.3250965,-3.6090503,2.0693433,0.6035388,-1.6825184,2.7001247,-1.376724,2.5539145,-4.002946,-0.48396367,-1.0757841,-0.98998654,0.44692042,-3.3084328,0.37998348,-2.4253163,-0.41040435,-2.511282,-2.3658688,-0.5089791,-1.3542743,0.7557896,-1.4722155,0.58960485,0.34537733,0.9249072,0.12154261,-0.7432446,1.1418066,0.25173277,1.557612,0.36680856,1.2310144,1.6071658,0.97712886,1.0424104,0.005742938,0.6526265,1
-361.24582,130.9476,-8.591408,48.591213,-13.242034,-1.9137142,-12.672222,-3.3626423,-9.462368,-6.3613653,6.227836,-11.319864,4.4588504,-8.810362,-3.0969515,0.25560176,-5.8764577,-2.6832147,-1.5104175,2.5947065,-8.102826,2.9806993,0.43629816,-2.8775632,1.6881692,-3.3708296,-0.9907768,-2.2966578,2.6349573,0.026925873,0.43587276,0.39774457,-4.452873,0.7139774,0.36358148,-1.9139861,-0.5759717,0.11881683,-2.2740004,-0.2286817,-2.3691084,-4.1019955,-0.5249326,-2.4445834,-1.4086372,-0.99247426,-0.88524586,-1.1015227,-0.12211695,0.28958708,1
-543.9023,135.57318,9.034311,39.77948,4.255397,13.044465,-13.788852,-7.182779,-5.2624044,-8.443191,3.7079828,-6.5250187,3.1066988,-4.42361,0.6055784,0.09454819,-3.64293,-1.2451212,-5.2376823,-0.08693657,-6.8668737,-1.7463739,-1.6925746,-3.4188116,-0.8067193,-1.843959,1.1380473,-1.9906414,1.3882263,-0.019125918,-0.19923753,0.094419725,-1.0411472,0.4806488,-2.6015103,-1.2506734,-2.0821793,-2.2129433,-3.4638987,-3.1947932,-2.0951655,-2.7967763,-1.2577645,-3.0911543,-2.2626739,-2.6966858,-2.7549074,-3.0855172,-3.8414085,-3.2027528,1
-214.95587,161.63507,-18.08971,39.07176,-0.026353084,-1.05284,0.19595651,-8.489349,-5.3935795,-9.06711,0.4990564,-2.8833516,-3.2991493,-7.451063,0.026517969,2.4334075,-6.4366903,-2.8847005,-4.0738845,-2.5719557,-2.102656,1.777912,-1.0126871,-6.762616,-0.57411796,-2.4289281,-3.299655,-1.1270555,-1.4393069,-2.4451706,-2.4630573,-1.3324276,-1.6338838,-0.3435874,-1.727572,-1.2772428,-1.2548021,-3.679373,-2.3098452,-2.434729,-3.5386908,-2.100483,-0.9598799,-2.2522724,-2.8422709,-2.8354135,-3.2925725,-3.4069245,-3.4323087,-2.957707,1
-435.289,133.12439,-27.216068,65.01552,-36.948193,36.79823,-21.585459,8.405064,-3.523003,-5.9360013,8.70865,-16.227163,8.836089,-15.179136,5.0888677,-7.4657,-1.5949277,-3.0079563,-6.825664,2.6947703,-8.763567,2.3518038,-7.532771,0.5213897,-5.0684295,-2.8867981,-3.0878832,-4.7217255,1.7898372,-4.101075,1.3016474,-3.866084,0.7839019,-2.0957875,0.0374363,-1.1083375,-3.8932827,-0.7660555,-4.392918,-0.25050795,-3.0720346,-0.6866605,-2.8360357,-1.7254851,-0.69598955,-0.54513156,-0.10141378,-1.4366561,1.8985088,-1.3622282,1
-483.8655,125.42159,-28.205757,58.98089,-25.06213,30.567638,-8.624738,6.5022607,-1.4074824,-7.280405,9.890808,-8.813119,8.752348,-11.641631,2.2112248,-3.260719,-2.4461827,-1.7015148,-5.4559336,3.3106165,-7.3989415,2.5815308,-1.5666277,0.5289357,-2.6390605,-1.3819247,-2.0407445,-3.9442928,2.8564658,-3.4239333,0.91758084,-3.4246135,-0.1571231,-0.75165045,-2.606542,-1.7267934,-5.087058,-1.0324875,-4.0849476,-1.0845784,-1.9233456,-2.3695467,-1.6847864,-1.0011975,0.9840174,0.47714308,0.9353781,0.18871592,2.897662,1.94444,1
-527.53546,138.39781,3.8803852,36.640995,10.997358,-12.542213,-6.1335545,-13.300993,-15.823637,-2.8946557,-2.1555214,-2.7687616,-1.3703517,-13.271678,-1.8064499,-0.8518852,-10.581825,3.5805233,7.968671,-3.5741727,-6.132317,0.05985831,-5.9788036,-4.4173126,-0.42383662,-6.9314394,-2.8216069,0.06871727,0.19182323,-0.5605679,-1.1582402,0.97016203,1.6901011,0.819685,-1.2567096,1.5379847,-0.52566284,-2.1322951,-0.41897547,-2.209372,-1.1428323,-0.27274916,1.4387727,-0.03744143,-0.03726852,2.6910858,0.9308644,1.2987622,0.27794296,-0.5020918,1
-492.75812,139.84131,-20.142542,50.467075,-18.021477,23.355135,-14.18429,8.003449,-0.88606644,-1.2948955,11.189649,-8.484821,8.851356,-9.88114,6.092201,-1.6414131,-0.2972769,-0.6565639,-4.310253,5.418722,-4.697355,3.8335404,-4.811984,-0.6212974,-2.4415843,-2.7638419,-1.1183572,-3.781318,3.2513194,-2.9131277,0.35457852,-1.130861,0.9002062,-0.55196977,-0.56496793,0.7891578,-2.1906579,0.19797039,-3.0569403,-0.6683683,-2.5550864,-1.9878118,-2.679064,-2.6320531,-0.6609022,-1.7359283,0.17607576,-1.119305,0.9233164,-0.31733423,1
-411.61603,120.70539,-12.562193,43.789425,-22.869356,21.22262,-17.171589,-2.0548851,-0.14949955,-4.584504,10.21878,-7.626058,6.666456,-8.557474,1.89201,-4.7283244,-5.1288056,-0.27220285,-5.488555,2.3529055,-6.2526546,0.5024507,-4.0716267,-1.3797622,-1.9190799,-3.2890482,-1.2371427,-4.9618664,1.2044134,-3.4002917,-0.9531011,-2.4164658,-1.8764668,-0.29881322,-0.086337864,2.9767203,2.2138717,5.333958,1.8347771,3.3039258,1.1006329,-1.1652895,0.4720978,-1.0761656,-0.23748487,-0.60470295,-0.041495334,-0.2485208,1.0274847,-0.5847149,1
-467.72403,149.42244,16.040215,22.654907,5.9244895,7.466976,2.7656212,3.7074144,2.557587,-3.2474232,0.8674311,-6.7997007,-3.1774824,-3.1449409,-3.8881364,-4.78657,-6.7412424,-2.5615277,-6.041985,-3.9106212,-2.1778243,-2.8745396,-3.4991229,-3.9441378,-2.4411185,-4.3172317,-2.3361404,-2.6885118,-3.5303352,-1.5624003,-0.24286222,0.4088944,-0.38625413,1.4500436,1.4665076,1.4378831,2.3847046,1.9210826,0.6356947,-0.86139303,-0.051534727,-0.8230529,-1.0000882,-0.22324106,-0.90312135,-1.4434626,-1.7031962,-0.9779897,-1.2361286,-1.1412535,1
-404.8977,118.52678,-18.663958,54.4591,-34.009014,25.589567,-17.646631,5.0364323,1.8296727,-4.055179,9.906306,-12.225972,6.622703,-11.977276,3.0913148,-6.155123,-3.0493782,-1.0321627,-5.613986,6.296687,-5.6666927,1.9834771,-4.8593607,-1.1137482,-4.1992135,-4.0929837,-1.9325831,-6.411562,-0.039594844,-5.096816,-0.5428395,-1.7654645,1.5761997,0.20779425,0.20367685,3.6749477,0.7461033,4.6947837,2.1003404,3.1882463,1.8825988,1.1241026,-0.27747247,-0.100471094,0.11337887,-1.6346773,0.11127663,-0.8417438,0.5990683,-1.3522205,1
-578.7078,124.19819,-6.3686566,44.15455,-11.782768,26.35606,-8.912766,7.57342,5.5663257,-4.822332,4.743433,-10.535482,5.571312,-7.7105274,3.0613954,-1.6849633,0.92139304,6.13366,-0.47381058,6.038675,-2.5493681,5.097467,-1.0230953,-0.16992314,-1.3146311,-3.4431703,-0.19225612,-4.762409,1.5451854,-1.8475595,0.850843,0.1566515,1.2600479,1.8965734,-0.66919756,2.15248,0.047677666,2.3141978,-0.54129237,0.21872772,-0.8829061,-1.8124787,-1.1115435,-2.917171,-0.8593495,-2.287581,-1.3370131,-2.1446588,-1.1150116,-1.0517868,1
-468.86,154.86792,-5.2987084,39.622944,-9.25613,18.578754,-15.287679,1.4368474,-1.2426143,-8.073243,4.4544816,-12.558519,3.8034923,-6.318586,3.26436,-0.8127982,-4.3505616,-1.389044,-5.1963325,1.0661123,-6.334214,2.7317924,-1.6422837,-1.3584237,-0.34263864,-2.5111296,0.040059254,-2.2448666,3.1536279,-0.5833243,1.55538,-0.37465307,-0.9801453,-1.5428348,-3.814034,-0.83228064,-3.0578523,-1.1913543,-4.224711,-3.1601627,-3.7781205,-4.501316,-3.0223782,-4.4188256,-1.7346702,-2.2153232,-1.1888542,-3.0385635,-2.9453487,-1.7372302,1
-478.0207,105.17118,-1.8460939,40.986248,-12.92608,19.090593,-4.414053,2.4105144,4.353371,-5.865732,3.126016,-9.789945,2.1763697,-5.1731944,2.791828,1.0692556,1.1405996,6.7088685,0.16319677,4.2986484,-2.7361956,3.7968476,1.8628503,0.15173425,-2.0885906,-5.3436165,0.52004087,-4.171764,-0.22207297,-1.4605343,-1.8653063,-0.36907092,1.1505182,3.0616558,-0.28664914,1.42514,-0.41360998,0.7647429,0.6460559,0.917813,0.9452228,-1.6881298,0.12528956,-1.6148267,-2.3470109,-1.0788102,-1.2863815,-2.7593746,-1.9957113,-0.6950984,1
-537.639,132.17912,-22.341345,49.232235,-27.438606,25.530884,-9.564221,7.9415154,-0.38672507,-4.620554,14.200456,-7.2504563,5.9819527,-10.104551,4.9064474,-5.4370246,-4.7116,-0.38544318,-5.361923,4.0920534,-6.0951877,0.98915035,-4.282532,1.4834511,-1.2127756,-4.4251747,-4.175937,-6.9321933,1.0846587,-3.8908348,-0.592702,-4.3302116,-1.4448388,0.093852766,-1.3121499,-1.2588407,-5.2353425,-0.49591327,-3.3215625,0.16569963,0.77762586,-0.6722374,-0.2715078,-0.91105855,-0.12838206,-0.12969603,0.84594214,-1.0190101,0.8909513,-1.6061376,1
-535.084,121.91495,-18.756336,49.12012,-22.130661,28.631834,-13.034838,8.061879,1.5443453,-4.6225524,7.5150633,-10.940173,7.266012,-9.709992,4.2495694,-5.4262853,-1.8698605,-0.17018384,-6.8825483,1.1956344,-6.905098,2.6690097,-4.4297276,0.5210674,-1.8727798,-1.9325279,0.3987074,-3.1469798,1.6513727,-3.175961,1.5942392,-1.7228253,0.070038304,-0.46100137,-0.62914723,0.5137467,-1.6631241,1.5471988,-1.2029744,1.8161368,0.48252603,1.9507734,1.6773,1.3372649,2.3595734,0.59608495,2.3417172,0.49096006,1.8685715,0.4373591,1
